文物名称,时代,图片链接,分类,种类,文物简介
《韩希孟宋元名迹册·鹑鸟图》,明崇祯,http://www.dpm.org.cn/Uploads/Picture/dc/9985.jpg,织绣画,顾绣,《韩希孟绣宋元名迹册·鹑鸟图》，明崇祯，纵33.4厘米，宽24.5厘米。此图为《韩希孟绣宋元名迹册》之第四幅，在白色绫地上绣成。画面描绘了一只在山坡上低头觅食的鹌鹑。山坡的线条精细秀劲，山石花草构图得当。鹌鹑的毛羽用施毛针针法细密地绣出，背部硬毛、颌下和腹部软毛质感强烈；脚爪使用钉针针法，肢节分明。绣品运用丝理变化表现物象的质感肌理，细腻逼真，极富立体感，栩栩如生的禽鸟呼之欲出。整幅画面以鹑鸟羽毛的绛褐色为主色调，同时又配有绿叶红果，以之调谐偏暗的色彩，使画面豁亮而生趣盎然。这一技法的处理反映出作者不仅对物象造型有精确的把握，而且对色彩运用有着敏锐的感觉和深刻的悟解，从而增强了作品的艺术魅力。对页为董其昌题诗：“尺幅凝霜，惊有鹑在。毳动氄张，竦势奇彩。啄唼青芜，风摇露灑。视思维，谁得其解。”
《韩希孟宋元名迹册·扁豆蜻蜓图》,明崇祯,http://www.dpm.org.cn/Uploads/File/2018/04/28/1524896596387.jpg,织绣画,顾绣,《《韩希孟绣宋元名迹册·扁豆蜻蜓图》，明崇祯，纵33.4厘米，宽24.5厘米。此图为《韩希孟绣宋元名迹册》之第七幅，在白色绫地上绣成。构图简洁疏朗，图中仅表现扁豆和蜻蜓两种物象，二者一动一静，动静相宜，组成了一幅和谐的画面，充满了大自然的生活情趣。此图用多种手法绣成。豆花用平套手法和抢针法绣制，以使花色过渡自然。扁豆内缘用滚针勾边，背缘一侧稍薄，表现出扁豆的筋脉。豆籽运用了垫绣手法，鼓隆饱满，立体感强。叶子则大面积用散套手法绣制，同时也用斜平针和直平针，与之垂直相交的豆角则用横平针，以突出层次感。为使物象更具立体感和真实感，叶子色彩有深绿、绿和浅绿之分，豆角也有青、黄之别。作者劈丝运线，丝丝不苟，使每一根丝线和每一种色彩都传达出了生命的活力。叶片的青绿令人感受到夏日的生机，而枯黄的初泛业已传递着悄然而至的淡淡秋意。所谓“一叶而知秋”，触发观者无尽的联想，可谓画有尽而意无穷。画幅绣法最精之处在于对自由翻飞的蜻蜓的刻画，翼翅用丝纤细如毫，将其薄如蝉翼的半透明感表现得淋漓尽致，技法之精令人叹为观止。对页为董其昌题诗：“化身虫天，翩翾双羽。逍遥凌空，吸露而舞。豆叶风清，伺伏何所。影落生绡，驻以仙组。”
《韩希孟宋元名迹册·米画山水图》,明崇祯,http://www.dpm.org.cn/Uploads/Picture/dc/9987.jpg,织绣画,顾绣,《韩希孟绣宋元名迹册·米画山水图》，明崇祯，纵33.4厘米，宽24.5厘米。此图为《韩希孟绣宋元名迹册》之第五幅，系摹临米画在白色绫地上绣绘而成。绣品通幅浓墨染绘，远处峰峦起伏，山间有数抹淡染的云烟，层林笼罩在烟霭之中。画面表现出“夜雨欲霁，晓烟既泮”的景色，渲染出江南山川水气蒸郁、烟岚弥漫的湿润和流动感。江中帆船点点，戴笠披簑的渔翁于船头若隐若现。近处汀洲草木晰然，生机蓬勃。在画面构图上，远虚近实，详略有致，远处山峰的尖峭与近处汀洲的平长相得益彰，以空间的平衡获得了视觉的美感。尤其是江中片帆的置设，颇有画龙点睛之效，风帆的满鼓与张扬显示出刚劲的生命力，在一片淡云柔水、幽淡闲逸的氛围中分外醒目，这或许正是作者心境的体现。绣品完全以浓淡不同的墨色表现，不施其他任何色彩。多为大块面点染描绘，绣工运用较少，套针、抢针和松针等仅少许运用，一改顾绣针法细密、色线丰富之特色，但这也正是韩希孟根据原画内容和技法的特点而做的灵活调整，从而将墨色苍秀、格调俊逸的山水水墨韵味挥洒得淋漓尽致，极其成功地再现了原作的内蕴。对页为董其昌题诗：“南宫颠笔，夜来神针。丝墨合影，山远云深。泊然幽赏，谁入其林。徘徊延佇，闻有啸音。”
刺绣荷包,清,http://www.dpm.org.cn/Uploads/Picture/2019/01/15/s5c3d78dd05431.jpg,日用织物,刺绣,辞旧迎新之时，皇帝会向家人、宗族、大臣等赠送礼物，称为“馈岁”，以浓亲情纽带，以洽君臣关系。乾隆帝诗云：“刺绣新惊添几线，团团绣得荷包面。就中各盛金豆儿，开匣争看文采绚。亦有文房杂珍玩，《苕溪》紫颖端溪砚。易水松烟黑似漆，倭笺蜀纸生东绢。红橘黄柑与鹿兔，渴能生液饥堪咽。帝里豪华固如此，三元令日人争羡。试想村中老灌田，此景何缘一闻见。”这些礼物首选绣纹精美的荷包，里面还贮有金银钱币、各色玉石八宝，以及各种文玩、诗集，还有福橘、广柑、辽东鹿尾、猪、鱼诸珍物。
明黄色大洋花纹金宝地锦,清,http://www.dpm.org.cn/Uploads/File/2018/02/06/15178970653329.jpg,匹料,锦,明黄色大洋花纹金宝地锦，清（18世纪初），残料宽26厘米，最长189厘米。英国织造。洋锦明黄色地，黄色丝在缎纹地上以平纹组织的变化显暗花，又以绿色通梭纬线显花枝叶轮廓，以银线、玫红、粉色、蓝色等妆织奇异花卉纹样。此洋锦残料原先不知用来做何部件，仍留有收边针脚，后被剪残。纹样设计层次丰富，风格华灿，花叶奇异，类似英法18世纪初的丝绸纹样风格。大概是清代中期在与西方贸易中采买或贡入宫中的。
绿地缎海棠菊狗衣,清,http://www.dpm.org.cn/Uploads/File/2018/01/31/15173892303049.jpg,未知,未知,
青色缎平金锁绣寿字纹帽头,清,http://www.dpm.org.cn/Uploads/File/2017/10/30/15093477842557.jpg,服饰,男便服,青色缎平金锁绣寿字纹帽头，清，口径17厘米，高11.5厘米。清宫旧藏。帽是用六片青色缎缝合而成，似瓜棱圆顶式，红绒结顶，缀红色长丝穗。帽面上用五彩丝线及圆金线，以平金锁绣技法绣寿字及蝙蝠万代纹，帽边以青色万字纹织金缎镶边，并缝缀一道黄色朵花纹细绦带。青色缎平金锁绣寿字纹帽头绣技高超，工艺精细，为清代皇帝穿便服时所戴。
绿地喜相逢八团妆花缎棉袍,清,http://www.dpm.org.cn/Uploads/Picture/dc/427.jpg,服饰,女常服,绿地喜相逢八团妆花缎棉袍，清，衣长138.5厘米，两袖通长188厘米，开裾长79.5厘米。清宫旧藏。棉袍质地为七枚二飞素缎，圆领，大襟，右衽，马蹄袖，左右开裾。棉袍前胸、后背、两肩、前后襟以妆花技法织八团喜相逢花卉图案，领边、中接袖和马蹄袖均在石青色缎地上绣折枝花卉。此衣中遗存黄条载：“览绿缎织八团花卉绵女袍一件”、“乾隆三十三年十一月十一日收福隆安呈”。
白地织金胡桃纹锦,清,http://www.dpm.org.cn/Uploads/Picture/dc/485.jpg,匹料,锦,白地织金胡桃纹锦，清，匹长713厘米，幅宽76.5厘米。清宫旧藏。此锦结构由三组经线与三组纬线交织而成。其经线按红、黑、白顺序1∶1∶1排列，纬线按片金、黑、白顺序1∶1∶1排列。红色经与黑、白色纬不加捻，黑、白色经Z向弱捻。白色经与白色纬平纹交织构成白色地纹，黑色经与黑色纬平纹交织呈现黑色花纹时，片金纬与红色经下沉进行平纹交织。此时上下层间形成双层袋状组织，白色地纹处，黑色经、纬以浮长形式夹于双层之间；显黑色花纹时，白色经、纬以浮长形式夹于双层中间。织物有正反面，不呈现正反效应。金色胡桃由片金与红经作平纹交织，黑、白色纬并合作夹纬，黑、白色经并合作夹经，不参与交织。胡桃内核处填织如意、方胜纹，由三组经线与黑色纬、片金交织。尽管织物在局部位置存在袋状组织，也只是为适应纹样及工艺的需要并增加织物牢度而自然形成，它与刻意追求织物正反面花纹互为效应的双层织物有所不同。此织物纹样在纯白色地纹上显现纯黑色卷藤纹，花清地明，富有绒感，串枝织金胡桃，金碧辉煌，应是我国新疆地区著名的“回回金锦”，为清时新疆贡品。该织物由三组经线与三组纬线分别进行交织，这在织锦中是极少见的，织造工艺难度颇大，为回回锦中的上乘之作。黑、白、金的配色方法和传统纹样至今仍流行于我国新疆地区。
缠枝牡丹金宝地锦,清,http://www.dpm.org.cn/Uploads/Picture/dc/483.jpg,匹料,锦,缠枝牡丹金宝地锦，清早期，江宁织造，幅宽62.5厘米。清宫旧藏。整匹，纬三重组织作地，局部妆花织造。以双圆金线作地纬织满地金，粉色纬线作夹纬，绿色纬线长跑梭织绿叶，牡丹花以“挖梭”方式妆花织造。彩绒背，三晕配色，片金勾边。金地组织与纹组织均为4∶1左向纬斜纹。双圆金线、夹纬、纹纬1∶1∶1排列。花回30×63.2厘米。特点是牡丹花采用分段换色的妆花织造，不同于一般妆花的逐花异色，亦非抹梭妆。织物厚重，致密。色彩对比强烈，红花绿叶满地金，富丽堂皇。此锦为清早期江宁织造局织造。
孔雀羽穿珠彩绣云龙吉服袍,清,http://www.dpm.org.cn/Uploads/Picture/dc/472.jpg,服饰,女吉服,孔雀羽穿珠彩绣云龙吉服袍，清，身长143厘米，两袖通长216厘米，袖口宽18厘米，胸围长134厘米，下摆宽124厘米。清宫旧藏。此袍圆领，右衽，大襟，马蹄袖，左右开裾，直身。全袍以蓝缎为面料，以绿孔雀羽捻线大面积铺绣，此即所谓“铺翠”。全身用穿珠绣法绣制五爪大龙9条，并分别在领、袖等处绣正龙4条，龙与龙之间点缀传统吉祥图案：“八吉祥”、“暗八仙”、“八宝”、“三多”、五彩云朵、蝙蝠以及寿山福海。在配色上用三晕过渡法，由浅而深，使全袍色彩艳丽又不失柔和雅致。此外，龙身的穿米珠绣，龙鳍、角口、尾的揖线绣，龙髯的圆金线、圆银线绣，流火纹的穿珊瑚珠绣，以及五彩绒线绣制的吉祥图案，均绣工平齐，针法娴熟。此袍为清代铺翠绣吉服袍仅存的珍品，其铺翠工艺史所罕见，是研究清代织绣工艺的重要实物史料。
月白大蕃莲织金缎,清,http://www.dpm.org.cn/Uploads/Picture/dc/486.jpg,匹料,缎,月白大蕃莲织金缎，清早期，江宁织造，纵747厘米，宽79厘米。清宫旧藏。织物由两组经线和两组纬线组成。两组经线均为月白色，地经与纹经排列比为1∶1，地经捻向Z，捻度中等；纹经捻向Z，捻度弱。纬线以月白色纬线作地纬，片金作纹纬，地纬与纹纬排列比为1∶1，无捻。地组织由月白色经、纬线交织成五枚二飞经面缎纹，纹组织由片金与月白色纹经交织成4∶1左向纬斜纹。织物花型硕大肥亮，具有西域特征，大块面的片金显花，光彩夺目。由于在花头的周边装饰有翻卷的藤蔓，因而整个画面并不显呆板。通幅三则，由经向旋转对称的两组蕃莲组成花纹循环，花回25.5×53厘米。淡黄金与月白的配色，华丽中透着淡雅。这种以金线为主体表现的织锦工艺渊源于元代的“纳石失”。此织金缎为清早期江宁织造局织造。
绿色缎海棠菊花纹狗衣,清,http://www.dpm.org.cn/Uploads/Picture/dc/15925.jpg,服饰,未知,绿色缎海棠菊花纹狗衣，清晚期，长60厘米，宽43厘米。　　养狗是清代后妃休闲玩乐的重要方式之一，宫廷内设有养狗处，专门管理养狗的事务，狗的数量多达数百只。晚清时慈禧太后酷爱玩狗，对狗宠爱备至，常常在出游时携爱犬数十只同行。端康皇贵妃也喜养狗，曾命宫廷画师为其驯养的9只名贵的哈巴犬作画留念。清宫中的这些犬大都出身名贵，毛色光洁柔美，活泼灵敏，聪明伶俐，极为招人喜爱。狗的用具豪华奢侈，宫中每年都为这些名贵的宠物狗制作大量狗衣，这件狗衣便是其中之一。　　这件狗衣以绿色织金缎为面料，面料上用粉、红、蓝色丝线和金线织海棠花和菊花等花卉装饰。镶紫色暗花绸边，里衬驼色棉布。狗衣边缘有绛色布带，用于拴系。整件狗衣色彩素雅，纹样精美，质地柔软，做工考究。
香色绸绣花手帕,清,http://www.dpm.org.cn/Uploads/Picture/dc/56280.jpg,日用织物,未知,香色绸绣花手帕，清，长49厘米，宽50厘米。　　此帕香黄色地，暗花绸双面绣，皆采用衣线平针绣。纹饰为桃花、梅、竹和石榴等，四周曲齿边。画中粉色诱人的三个桃子，加上蝴蝶、蝙蝠和“卍”字等，寓意“万代福寿在眼前”。整个帕面针脚细密，水路清晰，为清光绪时之精品。
染骨镶石领约,清,http://www.dpm.org.cn/Uploads/Picture/dc/56228.jpg,未知,首饰,染骨镶石领约，清，长18厘米，宽19厘米。　　领约即项圈，是清代妇女用于颈间的饰品。此领约圆形，质地为铜镀金，圈上嵌八块染骨，染骨间点翠“寿”字，每个“寿”字上饰珍珠一颗。系金黄色绦带。领约在大的典礼活动穿礼服时必须佩挂。这件应是清代皇贵妃所用。
点翠嵌珠后妃朝冠,清,http://www.dpm.org.cn/Uploads/Picture/dc/56227.jpg,服饰,未知,点翠嵌珠后妃朝冠，清，通高37厘米，直径27厘米。　　朝冠青绒做成，上缀红色丝绒，其上金累丝托贯金凤、珍珠各三，顶缀大珍珠一；红色丝绒上缀金凤七、金翟一，翟尾垂三行二就珠。染皮护领垂于冠后，蓝布饰带。　　按清朝典制记载，顶三层、金凤七、金翟一在后妃中是最高等级的朝冠，应是皇太后、皇后在大典时所戴。这里金凤、金翟为镀金桦皮做成，也完全符合典制，但冠后垂“三行二就”珠与皇后朝冠“五行二就”珠不相符，疑为后人错挂造成。应为皇后、皇太后夏季朝冠。
金镶珠宝帽顶,清,http://www.dpm.org.cn/Uploads/Picture/dc/50598.jpg,服饰,未知,金镶珠宝帽顶，清，高14.2厘米，底径4.5厘米。帽顶金质。所分三部分均累丝制成。上端为一朵花形顶托镶嵌大红宝石一，中部东珠之下是累丝四龙戏珠，再下端东珠之下圆形底座之上亦为四龙戏珠，底有螺旋圆托。
