文物名称,时代,图片链接,分类,作者,文物简介
任颐桃石图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51160.jpg,花鸟,任颐,《桃石图》轴，清，任颐绘，纸本，设色，纵149.4厘米，横80.6厘米。据款题而知，此图是作者“祝树臣直刺舅兄大人五十寿”之作。图绘一篮鲜桃和方硬的顽石。桃和石以具有长寿的吉祥寓意而成为人们喜闻乐见的祝寿画题材。图中的桃以红、绿两色晕染，于单纯中见华滋，具有鲜美之趣。石以墨笔勾线并以侧锋皴擦石面，古拙中不失雄健，颇得刚硬之气。桃篮与石的布局是彼此依托的关系，桃篮支撑了倾斜的石体，稳定了画面；石则以高挑的立姿陪衬了低矮的桃篮，加强了高低错落的画面节奏感，显现出作者巧于布势的构图能力。款署：“光绪丁亥嘉平望前，奇祝树臣直刺舅兄大人五十寿，伯年任颐客沪城写。”钤“伯年大利”朱文印、“任颐印信”朱文印。“丁亥”是清光绪十三年(1887年)，作者时年48岁。
虚谷紫藤金鱼图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51159.jpg,花鸟,虚谷,《紫藤金鱼图》轴，清，虚谷绘，纸本，设色，纵125厘米，横66厘米。图绘紫藤花盛开的时节数尾金鱼惬意而游的景致。虚谷的紫藤金鱼图均以“紫绶金章”为题。所谓“紫绶金章”出自《汉书》“相国、丞相，皆秦官，金印紫绶”句。此类画以具有官至显贵的吉祥寓意而深受民众的喜爱。图中紫藤的花、叶直接以色彩点染而成，饱满的水分显现出其鲜活的生命力。藤蔓以断续顿挫的侧锋表现，笔断而气连，形成隽雅的笔墨韵味。金鱼的形态简练夸张，虽以红彩草草而成，却不失动人的情趣。此图以清逸冷隽的风格显示出作者独特的艺术魅力。款署：“紫绶金章。写奉仰蘧方伯大人。虚谷。”钤“虚谷”朱文印。
徐扬端阳故事册之裹角黍,清,http://www.dpm.org.cn/Uploads/Picture/dc/50582.jpg,人物,徐扬,《端阳故事图》册，清乾隆，徐扬绘，绢本，设色，共八开，每开纵20.7厘米，横18.2厘米。此为第七开，名《裹角黍》，题：“以菰叶裹粘米为角黍取阴阳包裹之义，以赞时也。”
徐扬端阳故事册之系彩丝,清,http://www.dpm.org.cn/Uploads/Picture/dc/50581.jpg,人物,徐扬,《端阳故事图》册，清乾隆，徐扬绘，绢本，设色，共八开，每开纵20.7厘米，横18.2厘米。此为第六开，名《系采丝》，题：“系采丝，以五色丝系臂，谓之长命缕。”
徐扬端阳故事册之养鸲鹆,清,http://www.dpm.org.cn/Uploads/Picture/dc/50579.jpg,人物,徐扬,《端阳故事图》册，清乾隆，徐扬绘，绢本，设色，共八开，每开纵20.7厘米，横18.2厘米。此为第四开，名《养鸲鹆》，题：“取鸲鹆儿毛羽新成者去舌尖，养之皆善语。”
奚冈岩居秋爽图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51158.jpg,山水,奚冈,《岩居秋爽图》轴，清，奚冈绘，纸本，设色，纵113.5厘米，横48.5厘米。图绘峰峦高耸、庭轩虚敞的江南秋景。奚冈的山水画在宗法元四家的基础上又上溯五代董源、巨然，下逮明人董其昌及清人王原祁诸公，萃其逸韵而自成一格。此图是他法黄公望（号井西道人）笔意所作，笔法清秀，润色淡雅，意境深远，颇得黄氏画作中雅洁淡逸之趣。款署：“仿井西老人岩居秋爽图。嘉庆丙辰小春。蒙泉外史奚冈。”钤“奚冈之印”阴阳文印、“蒙泉外史”白文印。“丙辰”为清嘉庆元年（1796年），作者时年51岁。
艾启蒙十骏犬图册,清,http://www.dpm.org.cn/Uploads/Picture/dc/18789.jpg,花鸟,艾启蒙,《十骏犬图》册，清，艾启蒙绘，纸本，设色，共10开，每开纵24.5厘米，横29.3厘米。图为乾隆皇帝在宫中豢养的欧洲纯种猎犬画像。作者以西方的素描技法，运用解剖学，以短细的笔触一丝不苟地刻画出猎犬健美的体态和皮毛的质感，具有极强的写实性。每幅图的对开上均标明犬名，对宫廷御用犬的研究具有极高的史料价值。图中的衬景山水是中国画家创作的。中西画家携手创作是乾隆朝宫廷绘画的一大特色。款署：“臣艾启蒙恭绘。”钤“臣艾启蒙”白文印、“恭画”朱文印。每图对开页有嵇璜书写的乾隆朝大学士汪由敦和梁诗正撰写的题赞。鉴藏印有“乾隆鉴赏”、“宜子孙”等。此图旧藏紫禁城内的乐寿堂。《石渠宝笈》著录。
边寿民晴沙集影图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51155.jpg,花鸟,边寿民,《晴沙集影图》轴，清，边寿民绘，纸本，设色，纵166.3厘米，横93.6厘米。此图是边寿民画芦雁的代表作。图上仅绘芦苇丛边二雁，悠闲宁静，姿态生动自然。用笔洗练娴熟，墨色深浅把握自如，反映了画家长期与雁朝夕相对，观察入微，从而达到了“自与心会，画与神契”的意境。本幅自题：“晴沙集影，淮海边寿民。”钤“颐公”白文印、“寿民”白文印。
高凤翰荷花图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51154.jpg,花鸟,高凤翰,《荷花图》轴，清，高凤翰绘，纸本，设色，纵172厘米，横62厘米。图绘荷塘秋色，荷花于秋风中若俯若仰，似显似藏。荷叶或以浓墨泼染，以示勃勃生机，或以赭色晕染，以示萧索凋败。全图在墨彩交融中表现了满池风动、“接天莲叶无穷碧”的意境。作者以洒脱不羁的笔墨抒发了豪放的情怀。本幅款署：“投纸索画留承西亭者经年。丁未冬余将有远行，乃从雨廉偷闲，即刻为泼墨贻之。南村居士。”钤“高凤翰印”白文印、“仲威亦字西园”朱文印。“丁未”为清雍正五年（1727年），高凤翰时年45岁。
华嵒秋树八哥图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51153.jpg,花鸟,华嵒,《秋树八哥图》轴，清，华嵒绘，纸本，设色，纵161厘米，横87.9厘米。八哥是华嵒擅画的题材之一。此图绘溪野中的八哥或栖于红枫枝头、或盘旋而下、或于水中鸣浴的欢快景象。笔法上勾染兼施，简约传神地塑造了八哥的各种体态，反映了画家娴熟的笔墨技巧和善于想象、巧于构思的艺术才能。本幅款署：“癸丑初秋写于廉屋之东轩，新罗山人嵒。”钤“布衣生”朱文印、“华嵒之印”白文印。鉴藏印有“怡园心赏”白文印、“王缵绪”白文印。“癸丑”为清雍正十一年（1733年），华嵒时年52岁。
王时敏端午图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/50636.jpg,花鸟,王时敏,《端午图》轴，清，王时敏绘，纸本，墨笔，纵100.8厘米，横40.1厘米。本幅款署：“丙辰端午西庐老人戏墨。”下钤“王时敏印”（朱文）、“西庐老人”（白文）印。鉴藏印有“桐阴馆藏”、“陆润之鉴藏”二方。丙辰为清康熙十五年（1676年），王时敏时年85岁。此图是王时敏为端午节所作的节令画，描绘了菖蒲、蜀葵、玉簪以及蔷薇等几种初夏的时令花卉。民间习俗在端午节时将菖蒲、艾草编节，用以薰避蚊虫，因而菖蒲、艾草是端午节的代表物。该图所绘花卉笔墨简练洁净，清新古雅，表现了吉祥喜庆的意境。此图是王时敏较为罕见的墨笔花卉，为其晚年作品。
郎世宁乾隆皇帝大阅图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/53299.jpg,人物,未知,乾隆皇帝大阅图轴，清乾隆，郎世宁绘，绢本，设色，纵430厘米，横288厘米。画幅左上角乾隆帝自题诗一首：“廿年一举宁为数，周礼分明节侯论。便设军容示西域，佇看露布靖坚昆。好齐以暇千旓飐，既正还奇万礟喧。风日晴和士挟纩，非予恩也总天恩。南苑大阅纪事一律，戊寅仲冬御笔。”下钤“惟精惟弌”白文方印、“乾隆宸翰”朱文方印。又钤三朱文方印：“五福五代堂古稀天子宝”、“八徵耄耋之宝”、“信天主人”。“戊寅”是乾隆二十三年（1758年）。本幅无作者的款印，根据《清高宗实录》（卷五七零）记：令西洋画师郎世宁“为画舫斋后金板墙画白绢画《大阅图》一幅”可知，此图当出自宫廷画家郎世宁之手。作者在西洋解剖学的基础上，运用明暗画法，以深浅、浓淡不同的中国画颜色，渲染出人物面部凹凸起伏的骨骼变化，在细腻逼真的刻画中，烘托出弘历睿智、庄重的内在精神，以及耀武扬威的帝王之气。作者在创作上还充分发挥了欧洲绘画注重立体感及透视的特点，运用细腻的笔法和巧妙的高光处理，真实地再现了马的皮毛、马靴及盔甲等不同物体的质感，同时展示出高宗弘历御用的马具如马鞍、马鞭及在马上使用的武器如弓箭、盔甲等等，做工考究，装饰华美的特征，从一个侧面反映了当时宫廷造办处的匠作水平已经达到实用性与艺术性的完美结合。清高宗弘历作为清入关后的第四任皇帝，始终认为“骑射乃满洲之根本”，为此，他极其重视军队的建设，通过南苑阅兵、木兰秋狝、南海冰嬉等种种活动，来促使八旗兵保持强大的战斗力。依照本图的御制诗可知，该图描绘的是弘历亲临南苑（今北京南）检阅八旗将士时的英武之姿。此次大阅正值清军与西域的霍集占兄弟激烈交战之际，所以，高宗弘历除按惯例巡视八旗军的队列及各种兵器、火器的操练活动外，还暗含有向叛军炫耀清王朝的实力与军威之意。
袁江山水楼阁图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51152.jpg,山水,袁江,《山水楼阁图》轴，清，袁江绘，绢本，设色，纵210 厘米，横110.6厘米。画面近景坡石高松，屋宇亭台掩映期间，意境幽深。中景是宽阔的水面，一叶扁舟，划橹前行，静中有动。远处山峦连绵起伏，雄伟壮阔。全图用笔工整细致，技法娴熟，色彩清丽雅致，为作者中晚年之典型风貌。本幅款署：“丙午秋八月写，袁江。”钤“袁江之印”白文印。“丙午”为清雍正四年（1726年）。
方琮天保九如图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51151.jpg,山水,方琮,《天宝九如图》轴，清，方琮绘，绢本，设色，纵146.4厘米，横50.5厘米。此幅是作者根据《诗经•小雅•天保》：“天保定尔，以莫不兴。如山如阜，如冈如陵，如川之方至，以莫不增……如月之恒，如日之升，如南山之寿，不骞不崩，如松柏之茂，无不尔或承”的诗意所绘。图绘高山流水、旭日东升、屋内主人手持如意正接受众人拜贺的情景。本幅意在宣扬臣子祝颂君主及君主“敬天保民”的统治理念。作者以山冈、松树、如意、桃、鹤等被赋予长寿吉祥之意的景物为主人营造了一个可居可游的人间仙境。构图取景深远，画风归属清初“四王”中王原祁所引领的“娄东派”一路。山石树木以干笔枯墨或汁绿色皴擦渲染，墨与色交织，表现出深远的意境和深厚的气韵。此画为乾隆皇帝所赏识，被清内府收藏。本幅款署：“天宝九如。臣方琮恭写。”钤“臣”朱文印、“方琮”白文印。鉴藏印有“乾隆御览之宝”、“宝蕴楼书画续录”等。
邹喆山水图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51150.jpg,山水,邹喆,《山水图》轴，清，邹喆绘，绢本，设色，纵201厘米，横50厘米。图绘山峦叠嶂、杂木繁茂、云雾蒸腾的景致。山石用笔松疏平和，设色淡雅，得天真秀润之趣。树木以深浅墨、色点叶，层次分明，得丰润华滋之貌，不失为作者的山水画代表作之一。款署：“乙未春三月写，邹喆。”钤“邹喆印”白文印、“方鲁”朱文印。鉴藏印有“智超鉴定之印”朱文印。“乙未”是清顺治十二年（1655年）。
朱耷芦雁图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51149.jpg,花鸟,朱耷,《芦雁图》轴，清，朱耷绘，纸本，墨笔，纵221.5厘米，横114.2厘米。图绘6只芦雁在水际岸边飞、鸣、行、止的瞬间。芦雁的造型准确严谨，动、静的体态表现得出神入化。其背部的羽毛是先以淡墨晕染，趁湿在淡墨上点以浓墨，浓淡墨交融处显现出羽毛柔软细密的质感和厚重的量感。图中描绘山石的笔墨老辣娴熟，石上的青苔以卧笔横锋点染，纵横随意中不失章法，其苔点与芦雁身上的墨点在笔法上形成呼应，令全幅深得酣畅淋漓之趣。款署：“八大山人写。”钤“八大山人”白文印、“何园”朱文印、“真赏”朱文印。鉴藏印有“安次王氏慎修堂珍藏书画印”朱文印。
梅清高山流水图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51148.jpg,山水,梅清,《高山流水图》轴，清，梅清绘，纸本，墨笔，纵249.5厘米，横121厘米。图绘景象奇伟的山川之貌，陡峭的山石于群峰中傲然而立，如练的瀑布从山壁上飞流而下。瀑布与山峦点明高山流水的主题，亦营造出清幽疏旷的意境。款题虽言系仿“石田老人笔意”（沈周）之作，但体现出的完全是梅氏晚年粗笔皴擦、焦墨点苔、笔力老健的画风特点。款署：“高山流水。仿石田老人笔意。甲戌中秋前一日，瞿山梅清时年七十有二。”钤“矍硎清”白文印、“渊公”朱文印、“老去看山眼倍青”白文印、“天延阁图书”朱文印。鉴藏印有“槃斋秘玩”等。“甲戌”是清康熙三十三年（1649年），梅清时年72岁。
弘仁陶庵图轴,清,http://www.dpm.org.cn/Uploads/Picture/dc/51147.jpg,山水,弘仁,《陶庵图》轴，清，弘仁绘，纸本，墨笔，纵99.1厘米，横58.3厘米。本幅是作者送友人汪尧德的写生之作。汪尧德（1620—1685年），字子陶，号陶庵、子翁居士，歙县潜口人(见《康熙歙县志》)。早年客居松江，与董其昌、陈继儒等文人交往。晚年家居30年，以书画自娱。此图是弘仁与友人罗逸（字远游，歙县人）游黄山经过潜口时所绘汪尧德隐居之所。其屋舍傍山而筑，临溪而建，一片离尘幽美之景。作者以折带皴和干笔渴墨表现山石，得徽地清幽冷峻的山林之美；以苍劲整洁的线条勾出柳丝，得生机盎然之趣。其洗练简逸的笔墨与汪氏简朴的居所相得益彰，映衬出汪氏志在清高自守、乐在林泉云游的脱俗之气。款署：“渐江学者为子翁居士作陶庵图。”钤“弘仁”朱文印、“渐江僧”白文印。画幅上方有罗逸题七律一首，款署：“八十五老友罗逸为子陶先生题。”钤“罗逸之印”朱文印、“远游”白文印。鉴藏印有“礼耕堂”等二方。画右中部有篆书“庚子”二字。“庚子”是清顺治十七年（1660年），作者时年51岁。
